mukey,gSSURGOversion,MUsymbol,WTDepAprJun,FloodFreq,PondFreq,DrainCls,DrainClsWet,HydroGrp,Hydric,OCProdIdx,OCprodIdxSrc,NCCPIall,RootZnDepth,RootZnAWS,Droughty,PotWetandSoil
398853,10/1/2024,1033,NULL,NULL,0,NULL,Excessively drained,NULL,10,15,mutext.textcat=CropProd (MN),0.252,150,100,1,10
398854,10/1/2024,1059,61,Rare,0,Somewhat poorly drained,Somewhat poorly drained,C,15,84,mutext.textcat=CropProd (MN),0.644,150,215,0,15
3115168,10/1/2024,B57B,45,None,3,Moderately well drained,Somewhat poorly drained,C,5,92,mutext.textcat=CropProd (MN),0.714,150,280,0,5
3115169,10/1/2024,B57A,45,None,3,Somewhat poorly drained,Somewhat poorly drained,C/D,12,93,mutext.textcat=CropProd (MN),0.742,150,281,0,12
3115170,10/1/2024,B54A,10,None,9,Poorly drained,Poorly drained,C/D,84,82,mutext.textcat=CropProd (MN),0.68,150,270,0,84
3115171,10/1/2024,B56A,0,None,75,Very poorly drained,Very poorly drained,B/D,95,29,mutext.textcat=CropProd (MN),0.512,150,328,0,95
3248023,10/1/2024,B1D,25,None,0,Moderately well drained,Somewhat poorly drained,D,5,44,mutext.textcat=CropProd (MN),0.416,150,163,0,5
3248024,10/1/2024,B5B,25,None,0,Somewhat poorly drained,Somewhat poorly drained,D,5,58,mutext.textcat=CropProd (MN),0.438,150,161,0,5
3248025,10/1/2024,B3B,10,None,5,Somewhat poorly drained,Poorly drained,D,25,55,mutext.textcat=CropProd (MN),0.455,150,161,0,25
3248026,10/1/2024,B172A,0,None,25,Poorly drained,Very poorly drained,D,85,41,mutext.textcat=CropProd (MN),0.438,150,169,0,85
3248027,10/1/2024,B630A,0,None,95,Very poorly drained,Very poorly drained,D,100,15,mutext.textcat=CropProd (MN),0.411,150,284,0,100
3248028,10/1/2024,B626D,45,None,0,Moderately well drained,Somewhat poorly drained,D,10,40,mutext.textcat=CropProd (MN),0.516,150,243,0,10
3248029,10/1/2024,B626B,45,None,0,Somewhat poorly drained,Somewhat poorly drained,C/D,5,81,mutext.textcat=CropProd (MN),0.574,150,242,0,5
3314030,10/1/2024,B606B,10,None,0,Somewhat poorly drained,Poorly drained,C/D,19,77,mutext.textcat=CropProd (MN),0.583,150,246,0,19
3314031,10/1/2024,B616A,0,None,15,Poorly drained,Very poorly drained,C/D,81,55,mutext.textcat=CropProd (MN),0.589,150,255,0,81
3314032,10/1/2024,B243A,0,None,100,Very poorly drained,Very poorly drained,C/D,100,15,mutext.textcat=CropProd (MN),0.465,150,368,0,100
398916,10/1/2024,828D,NULL,None,0,Well drained,Well drained,D,0,13,mutext.textcat=CropProd (MN),0.226,39,48,1,NULL
398915,10/1/2024,794,90,None,0,Moderately well drained,Moderately well drained,A,6,31,mutext.textcat=CropProd (MN),0.201,150,81,1,6
398914,10/1/2024,792,15,Frequent,0,Poorly drained,Poorly drained,B/D,100,20,mutext.textcat=CropProd (MN),0.557,150,207,0,100
398913,10/1/2024,77B,75,None,0,Moderately well drained,Moderately well drained,C,15,89,mutext.textcat=CropProd (MN),0.535,150,257,0,15
398911,10/1/2024,702,0,None,90,Very poorly drained,Very poorly drained,A/D,100,5,mutext.textcat=CropProd (MN),0.368,150,470,0,100
398910,10/1/2024,655,45,None,0,Poorly drained,Poorly drained,D,85,38,mutext.textcat=CropProd (MN),0.396,150,191,0,85
398909,10/1/2024,644,0,None,85,Poorly drained,Poorly drained,C/D,100,88,mutext.textcat=CropProd (MN),0.488,150,246,0,100
398908,10/1/2024,641,0,None,85,Poorly drained,Poorly drained,C/D,97,94,mutext.textcat=CropProd (MN),0.497,150,250,0,97
398906,10/1/2024,627,0,None,85,Very poorly drained,Very poorly drained,A/D,100,5,mutext.textcat=CropProd (MN),0.436,150,405,0,100
398903,10/1/2024,582,15,None,85,Poorly drained,Poorly drained,C/D,100,92,mutext.textcat=CropProd (MN),0.586,150,262,0,100
398902,10/1/2024,581,15,None,85,Poorly drained,Poorly drained,B/D,95,82,mutext.textcat=CropProd (MN),0.542,150,242,0,95
398901,10/1/2024,570,NULL,None,0,Well drained,Well drained,A,0,31,mutext.textcat=CropProd (MN),0.22,150,86,1,NULL
398900,10/1/2024,569,15,None,85,Poorly drained,Poorly drained,B/D,100,84,mutext.textcat=CropProd (MN),0.631,150,300,0,100
398899,10/1/2024,568,15,None,85,Poorly drained,Poorly drained,A/D,95,92,mutext.textcat=CropProd (MN),0.56,150,272,0,95
398898,10/1/2024,565,75,None,0,Moderately well drained,Moderately well drained,A,15,60,mutext.textcat=CropProd (MN),0.42,150,206,0,15
398897,10/1/2024,563,0,None,85,Very poorly drained,Very poorly drained,B/D,100,15,mutext.textcat=CropProd (MN),0.224,150,275,0,100
398896,10/1/2024,560,0,None,0,Very poorly drained,Very poorly drained,A/D,100,5,mutext.textcat=CropProd (MN),0.264,150,804,0,100
398895,10/1/2024,549,0,None,45,Very poorly drained,Very poorly drained,A/D,100,5,mutext.textcat=CropProd (MN),0.189,150,775,0,100
398894,10/1/2024,546,0,None,45,Very poorly drained,Very poorly drained,A/D,100,5,mutext.textcat=CropProd (MN),0.33,150,600,0,100
398893,10/1/2024,544,0,None,95,Very poorly drained,Very poorly drained,A/D,100,5,mutext.textcat=CropProd (MN),0.453,150,494,0,100
398892,10/1/2024,543,0,None,95,Very poorly drained,Very poorly drained,A/D,100,5,mutext.textcat=CropProd (MN),0.462,150,324,0,100
398891,10/1/2024,541,0,None,50,Very poorly drained,Very poorly drained,A/D,100,5,mutext.textcat=CropProd (MN),0.312,150,725,0,100
398890,10/1/2024,540,0,None,45,Very poorly drained,Very poorly drained,A/D,100,5,mutext.textcat=CropProd (MN),0.424,150,600,0,100
398889,10/1/2024,532,0,None,85,Very poorly drained,Very poorly drained,B/D,100,15,mutext.textcat=CropProd (MN),0.297,150,331,0,100
398888,10/1/2024,52,15,None,85,Poorly drained,Poorly drained,C/D,93,90,mutext.textcat=CropProd (MN),0.555,150,232,0,93
398887,10/1/2024,514,0,None,85,Very poorly drained,Very poorly drained,B/D,100,5,mutext.textcat=CropProd (MN),0.309,150,534,0,100
398886,10/1/2024,48B,75,None,4,Moderately well drained,Moderately well drained,A,4,48,mutext.textcat=CropProd (MN),0.398,150,106,1,4
398885,10/1/2024,482,15,None,85,Poorly drained,Poorly drained,B/D,85,72,mutext.textcat=CropProd (MN),0.454,150,230,0,85
398884,10/1/2024,481,15,None,85,Poorly drained,Poorly drained,B/D,92,77,mutext.textcat=CropProd (MN),0.581,150,203,0,92
398883,10/1/2024,458B,NULL,None,1,Excessively drained,Excessively drained,A,3,38,mutext.textcat=CropProd (MN),0.376,150,94,1,3
398882,10/1/2024,432,15,None,85,Poorly drained,Poorly drained,B/D,97,66,mutext.textcat=CropProd (MN),0.451,150,159,0,97
398881,10/1/2024,425,75,None,0,Somewhat poorly drained,Somewhat poorly drained,B,15,85,mutext.textcat=CropProd (MN),0.539,150,230,0,15
398880,10/1/2024,404,15,None,85,Poorly drained,Poorly drained,B/D,95,77,mutext.textcat=CropProd (MN),0.583,150,261,0,95
398879,10/1/2024,387,0,None,85,Very poorly drained,Very poorly drained,C/D,100,15,mutext.textcat=CropProd (MN),0.297,150,262,0,100
398878,10/1/2024,379,15,None,85,Poorly drained,Poorly drained,B/D,92,35,mutext.textcat=CropProd (MN),0.389,150,245,0,92
398877,10/1/2024,280,75,None,0,Moderately well drained,Moderately well drained,B,12,69,mutext.textcat=CropProd (MN),0.316,150,156,0,12
398876,10/1/2024,242D,NULL,None,3,Excessively drained,Excessively drained,A,3,25,mutext.textcat=CropProd (MN),0.264,150,67,1,3
398875,10/1/2024,242B,NULL,None,8,Excessively drained,Excessively drained,A,8,36,mutext.textcat=CropProd (MN),0.271,150,67,1,8
398874,10/1/2024,205,90,None,8,Moderately well drained,Moderately well drained,B,8,40,mutext.textcat=CropProd (MN),0.305,150,97,1,8
398873,10/1/2024,202,50,None,8,Somewhat poorly drained,Somewhat poorly drained,A/D,8,42,mutext.textcat=CropProd (MN),0.429,150,118,1,8
398872,10/1/2024,1984,0,None,85,Very poorly drained,Very poorly drained,A/D,100,15,mutext.textcat=CropProd (MN),0.319,150,200,0,100
398871,10/1/2024,195B,75,None,0,Moderately well drained,Moderately well drained,D,10,75,mutext.textcat=CropProd (MN),0.542,150,188,0,10
398870,10/1/2024,1925,75,None,0,Moderately well drained,Moderately well drained,A,15,33,mutext.textcat=CropProd (MN),0.394,150,198,0,15
398869,10/1/2024,1924,15,None,85,Poorly drained,Poorly drained,B/D,90,37,mutext.textcat=CropProd (MN),0.338,150,209,0,90
398868,10/1/2024,1923,75,None,0,Moderately well drained,Moderately well drained,C,15,35,mutext.textcat=CropProd (MN),0.432,150,256,0,15
398867,10/1/2024,191,25,None,88,Poorly drained,Poorly drained,A/D,88,39,mutext.textcat=CropProd (MN),0.305,150,63,1,88
398866,10/1/2024,187,0,None,85,Very poorly drained,Very poorly drained,B/D,100,15,mutext.textcat=CropProd (MN),0.237,150,330,0,100
398865,10/1/2024,1808,0,None,85,Very poorly drained,Very poorly drained,A/D,100,5,mutext.textcat=CropProd (MN),0.088,150,331,0,100
398864,10/1/2024,1807,0,None,85,Very poorly drained,Very poorly drained,B/D,100,5,mutext.textcat=CropProd (MN),0.095,150,430,0,100
398860,10/1/2024,145,75,None,0,Moderately well drained,Moderately well drained,A,15,74,mutext.textcat=CropProd (MN),0.392,150,212,0,15
398858,10/1/2024,117,10,None,94,Poorly drained,Poorly drained,A/D,94,45,mutext.textcat=CropProd (MN),0.388,150,126,1,94
398857,10/1/2024,116,50,None,12,Somewhat poorly drained,Somewhat poorly drained,A/D,12,46,mutext.textcat=CropProd (MN),0.402,150,95,1,12
398856,10/1/2024,1067,15,Occasional,0,Poorly drained,Poorly drained,B/D,60,15,mutext.textcat=CropProd (MN),0.339,150,215,0,60
398855,10/1/2024,1066,75,NULL,0,NULL,Moderately well drained,NULL,5,5,mutext.textcat=CropProd (MN),0.354,150,256,0,5
1949841,10/1/2024,I765A,95,None,10,Moderately well drained,Moderately well drained,B,10,75,mutext.textcat=CropProd (MN),0.6,150,191,0,10
1949850,10/1/2024,I850A,15,None,94,Poorly drained,Poorly drained,C/D,94,74,mutext.textcat=CropProd (MN),0.606,150,188,0,94
2798404,10/1/2024,I15A,114,None,5,Moderately well drained,Moderately well drained,A,5,50,mutext.textcat=CropProd (MN),0.404,150,145,1,5
2798405,10/1/2024,I16F,0,Frequent,58,Very poorly drained,Very poorly drained,A/D,58,20,mutext.textcat=CropProd (MN),0.235,150,223,0,58
2798406,10/1/2024,I32A,114,None,16,Moderately well drained,Moderately well drained,C,16,70,mutext.textcat=CropProd (MN),0.579,150,172,0,16
2798407,10/1/2024,I34A,95,None,15,Moderately well drained,Moderately well drained,B,15,75,mutext.textcat=CropProd (MN),0.615,150,191,0,15
2798408,10/1/2024,I40B,152,None,11,Well drained,Well drained,A,2,50,mutext.textcat=CropProd (MN),0.362,150,116,1,2
2798409,10/1/2024,I41A,0,None,100,Very poorly drained,Very poorly drained,A/D,100,5,mutext.textcat=CropProd (MN),0.377,150,365,0,100
2798410,10/1/2024,I42A,0,None,100,Very poorly drained,Very poorly drained,A/D,100,5,mutext.textcat=CropProd (MN),0.122,150,365,0,100
2798411,10/1/2024,I47A,95,None,3,Moderately well drained,Moderately well drained,A,3,45,mutext.textcat=CropProd (MN),0.344,150,112,1,3
2798412,10/1/2024,I48A,114,None,5,Moderately well drained,Moderately well drained,A,5,39,mutext.textcat=CropProd (MN),0.308,150,97,1,5
2798413,10/1/2024,I57B,114,None,0,Excessively drained,Moderately well drained,A,0,33,mutext.textcat=CropProd (MN),0.296,150,87,1,NULL
2798416,10/1/2024,I75A,76,None,5,Moderately well drained,Somewhat poorly drained,A,5,32,mutext.textcat=CropProd (MN),0.317,150,104,1,5
2798417,10/1/2024,I235A,15,None,100,Poorly drained,Poorly drained,C/D,100,83,mutext.textcat=CropProd (MN),0.36,150,232,0,100
2798418,10/1/2024,I248A,122,Occasional,12,Moderately well drained,Moderately well drained,C,12,84,mutext.textcat=CropProd (MN),0.554,150,240,0,12
2798419,10/1/2024,I376A,23,None,95,Poorly drained,Poorly drained,C/D,95,89,mutext.textcat=CropProd (MN),0.495,150,275,0,95
2798421,10/1/2024,I76A,122,None,12,Moderately well drained,Moderately well drained,A,12,40,mutext.textcat=CropProd (MN),0.317,150,94,1,12
2798422,10/1/2024,I79A,0,None,100,Very poorly drained,Very poorly drained,A/D,100,5,mutext.textcat=CropProd (MN),0.117,93,282,0,100
2798423,10/1/2024,I78B,NULL,None,5,Excessively drained,Excessively drained,A,5,36,mutext.textcat=CropProd (MN),0.267,150,64,1,5
2798424,10/1/2024,I77A,0,None,100,Very poorly drained,Very poorly drained,A/D,100,15,mutext.textcat=CropProd (MN),0.315,150,166,0,100
2798425,10/1/2024,I83A,0,None,100,Very poorly drained,Very poorly drained,D,100,15,mutext.textcat=CropProd (MN),0.493,150,233,0,100
2798426,10/1/2024,I82A,0,None,100,Very poorly drained,Very poorly drained,B/D,100,15,mutext.textcat=CropProd (MN),0.529,86,324,0,100
2798427,10/1/2024,I81A,0,None,100,Very poorly drained,Very poorly drained,B/D,100,10,mutext.textcat=CropProd (MN),0.432,89,173,0,100
2798428,10/1/2024,I80B,122,None,14,Moderately well drained,Moderately well drained,B,14,39,mutext.textcat=CropProd (MN),0.296,150,82,1,14
2798429,10/1/2024,I87A,114,None,14,Moderately well drained,Moderately well drained,B,14,69,mutext.textcat=CropProd (MN),0.309,81,46,1,14
2798830,10/1/2024,I86A,0,None,100,Very poorly drained,Very poorly drained,C/D,100,15,mutext.textcat=CropProd (MN),0.297,76,135,1,100
2798831,10/1/2024,I85A,23,None,94,Poorly drained,Poorly drained,C/D,94,35,mutext.textcat=CropProd (MN),0.355,76,135,1,94
2798832,10/1/2024,I84A,23,None,93,Poorly drained,Poorly drained,C/D,93,70,mutext.textcat=CropProd (MN),0.357,76,135,1,93
2798833,10/1/2024,I94A,15,None,95,Poorly drained,Poorly drained,B/D,95,80,mutext.textcat=CropProd (MN),0.347,71,91,1,95
2798834,10/1/2024,I93A,23,None,90,Poorly drained,Poorly drained,D,95,77,mutext.textcat=CropProd (MN),0.555,150,232,0,95
2798835,10/1/2024,I92A,23,None,100,Poorly drained,Poorly drained,C/D,100,79,mutext.textcat=CropProd (MN),0.534,150,214,0,100
2798836,10/1/2024,I91A,15,None,92,Poorly drained,Poorly drained,A/D,92,55,mutext.textcat=CropProd (MN),0.329,150,146,1,92
2798837,10/1/2024,I90A,76,None,13,Somewhat poorly drained,Somewhat poorly drained,A,13,46,mutext.textcat=CropProd (MN),0.36,150,116,1,13
2798838,10/1/2024,I89A,95,None,14,Moderately well drained,Moderately well drained,C,14,82,mutext.textcat=CropProd (MN),0.391,66,100,1,14
2798839,10/1/2024,I88A,0,None,100,Very poorly drained,Very poorly drained,C/D,100,15,mutext.textcat=CropProd (MN),0.395,76,187,0,100
2798840,10/1/2024,I102A,23,None,92,Poorly drained,Poorly drained,C/D,92,75,mutext.textcat=CropProd (MN),0.352,99,92,1,92
2798841,10/1/2024,I101A,114,None,19,Moderately well drained,Moderately well drained,B,19,65,mutext.textcat=CropProd (MN),0.33,58,52,1,19
2798842,10/1/2024,I100A,0,None,100,Very poorly drained,Very poorly drained,A/D,100,15,mutext.textcat=CropProd (MN),0.21,150,141,1,100
2798843,10/1/2024,I99A,0,None,100,Very poorly drained,Very poorly drained,A/D,100,5,mutext.textcat=CropProd (MN),0.536,112,315,0,100
2798844,10/1/2024,I98A,76,None,18,Somewhat poorly drained,Somewhat poorly drained,A,18,55,mutext.textcat=CropProd (MN),0.357,150,160,0,18
2798845,10/1/2024,I97A,23,None,94,Poorly drained,Poorly drained,A/D,94,45,mutext.textcat=CropProd (MN),0.322,150,138,1,94
2798846,10/1/2024,I96D,76,None,12,Excessively drained,Somewhat poorly drained,A,12,39,mutext.textcat=CropProd (MN),0.31,150,97,1,12
2798847,10/1/2024,I95A,0,None,100,Very poorly drained,Very poorly drained,B/D,100,15,mutext.textcat=CropProd (MN),0.294,67,95,1,100
2798848,10/1/2024,I103A,23,None,95,Poorly drained,Poorly drained,B/D,95,77,mutext.textcat=CropProd (MN),0.373,64,82,1,95
2798850,10/1/2024,I104A,23,None,97,Poorly drained,Poorly drained,C/D,97,66,mutext.textcat=CropProd (MN),0.407,91,122,1,97
2798851,10/1/2024,I105A,23,None,96,Poorly drained,Poorly drained,A/D,96,30,mutext.textcat=CropProd (MN),0.303,150,94,1,96
2798852,10/1/2024,I106A,95,None,14,Moderately well drained,Moderately well drained,A,14,74,mutext.textcat=CropProd (MN),0.326,84,64,1,14
2798853,10/1/2024,I107A,15,None,100,Very poorly drained,Very poorly drained,A/D,100,40,mutext.textcat=CropProd (MN),0.114,150,99,1,100
2798854,10/1/2024,I108A,23,None,95,Poorly drained,Poorly drained,B/D,95,39,mutext.textcat=CropProd (MN),0.333,150,107,1,95
2798855,10/1/2024,I110A,0,None,100,Very poorly drained,Very poorly drained,C/D,100,60,mutext.textcat=CropProd (MN),0.465,150,265,0,100
2798856,10/1/2024,I111A,76,None,5,Somewhat poorly drained,Somewhat poorly drained,C,5,89,mutext.textcat=CropProd (MN),0.648,150,260,0,5
2798857,10/1/2024,I112A,23,None,95,Poorly drained,Poorly drained,C/D,95,90,mutext.textcat=CropProd (MN),0.489,150,253,0,95
2798858,10/1/2024,I113A,76,None,14,Somewhat poorly drained,Somewhat poorly drained,B,14,88,mutext.textcat=CropProd (MN),0.371,80,105,1,14
2798859,10/1/2024,I114A,114,None,14,Moderately well drained,Moderately well drained,B,14,65,mutext.textcat=CropProd (MN),0.404,76,91,1,14
2798860,10/1/2024,I115A,95,None,17,Moderately well drained,Moderately well drained,C,17,35,mutext.textcat=CropProd (MN),0.379,86,138,1,17
2798861,10/1/2024,I116A,0,None,92,Poorly drained,Poorly drained,B/D,92,70,mutext.textcat=CropProd (MN),0.363,107,137,1,92
2798862,10/1/2024,I117A,95,None,17,Moderately well drained,Moderately well drained,C,17,75,mutext.textcat=CropProd (MN),0.483,107,191,0,17
2798863,10/1/2024,I118A,95,None,6,Moderately well drained,Moderately well drained,A,6,45,mutext.textcat=CropProd (MN),0.344,150,112,1,6
2798864,10/1/2024,I120A,15,None,100,Very poorly drained,Very poorly drained,D,100,75,mutext.textcat=CropProd (MN),0.38,150,241,0,100
2798865,10/1/2024,I121A,76,None,16,Somewhat poorly drained,Somewhat poorly drained,C,16,89,mutext.textcat=CropProd (MN),0.491,150,217,0,16
2798866,10/1/2024,I122A,15,None,92,Poorly drained,Poorly drained,A/D,92,81,mutext.textcat=CropProd (MN),0.392,150,220,0,92
2798867,10/1/2024,I123A,23,None,45,Somewhat poorly drained,Poorly drained,C,45,91,mutext.textcat=CropProd (MN),0.623,150,274,0,45
2798868,10/1/2024,I124A,23,None,95,Poorly drained,Poorly drained,C/D,95,90,mutext.textcat=CropProd (MN),0.527,150,259,0,95
2798869,10/1/2024,I125A,95,None,17,Moderately well drained,Moderately well drained,C,17,88,mutext.textcat=CropProd (MN),0.495,107,191,0,17
2798870,10/1/2024,I126A,95,None,14,Moderately well drained,Moderately well drained,C,14,82,mutext.textcat=CropProd (MN),0.396,66,103,1,14
2798871,10/1/2024,I127A,23,None,93,Poorly drained,Poorly drained,C/D,93,85,mutext.textcat=CropProd (MN),0.422,76,135,1,93
2798872,10/1/2024,I128A,23,None,95,Poorly drained,Poorly drained,D,95,74,mutext.textcat=CropProd (MN),0.476,150,162,0,95
2798873,10/1/2024,I129A,114,None,15,Moderately well drained,Moderately well drained,C,15,85,mutext.textcat=CropProd (MN),0.619,150,240,0,15
2798874,10/1/2024,I130A,23,None,95,Poorly drained,Poorly drained,C/D,95,88,mutext.textcat=CropProd (MN),0.555,150,231,0,95
2798875,10/1/2024,I109A,23,Frequent,95,Poorly drained,Poorly drained,A/D,95,20,mutext.textcat=CropProd (MN),0.098,150,205,0,95
2798876,10/1/2024,I131B,23,None,40,Somewhat poorly drained,Poorly drained,C,40,76,mutext.textcat=CropProd (MN),0.705,150,275,0,40
2798877,10/1/2024,I134A,23,None,93,Poorly drained,Poorly drained,C/D,93,88,mutext.textcat=CropProd (MN),0.566,150,235,0,93
2798878,10/1/2024,I132A,23,None,63,Poorly drained,Poorly drained,D,98,75,mutext.textcat=CropProd (MN),0.498,150,211,0,98
2798879,10/1/2024,I133A,23,None,99,Poorly drained,Poorly drained,D,99,75,mutext.textcat=CropProd (MN),0.534,150,241,0,99
2798880,10/1/2024,I135B,23,Occasional,34,Moderately well drained,Poorly drained,C,34,68,mutext.textcat=CropProd (MN),0.523,150,239,0,34
2798881,10/1/2024,I136F,23,Occasional,32,Moderately well drained,Poorly drained,D,32,57,mutext.textcat=CropProd (MN),0.415,150,243,0,32
2798882,10/1/2024,I137B,23,None,34,Well drained,Poorly drained,C,34,66,mutext.textcat=CropProd (MN),0.451,150,218,0,34
2798883,10/1/2024,I140A,23,None,100,Poorly drained,Poorly drained,D,100,64,mutext.textcat=CropProd (MN),0.479,150,175,0,100
2798884,10/1/2024,I145A,23,None,100,Poorly drained,Poorly drained,D,100,61,mutext.textcat=CropProd (MN),0.445,150,161,0,100
2798885,10/1/2024,I119A,76,None,10,Somewhat poorly drained,Somewhat poorly drained,C,10,93,mutext.textcat=CropProd (MN),0.694,150,274,0,10
2798886,10/1/2024,I248B,122,Occasional,5,Moderately well drained,Moderately well drained,C,5,84,mutext.textcat=CropProd (MN),0.545,150,240,0,5
2798887,10/1/2024,I293B,77,Occasional,8,Somewhat poorly drained,Somewhat poorly drained,D,8,84,mutext.textcat=CropProd (MN),0.453,150,229,0,8
2798888,10/1/2024,I773A,0,Occasional,45,Well drained,Very poorly drained,B,45,86,mutext.textcat=CropProd (MN),0.35,150,235,0,45
2798889,10/1/2024,I744A,0,None,100,Poorly drained,Poorly drained,C/D,100,83,mutext.textcat=CropProd (MN),0.579,150,242,0,100
2798890,10/1/2024,I745A,23,None,95,Poorly drained,Poorly drained,C/D,95,70,mutext.textcat=CropProd (MN),0.393,150,225,0,95
2798891,10/1/2024,I704A,76,None,10,Somewhat poorly drained,Somewhat poorly drained,C,10,89,mutext.textcat=CropProd (MN),0.529,150,236,0,10
2798893,10/1/2024,I811A,114,None,15,Moderately well drained,Moderately well drained,B,15,89,mutext.textcat=CropProd (MN),0.503,124,164,0,15
394764,10/1/2024,1002,0,Very frequent,96,Very poorly drained,Very poorly drained,A/D,96,5,mutext.textcat=CropProd (MN),0.053,150,174,0,96
394768,10/1/2024,1067,0,Very frequent,65,Very poorly drained,Very poorly drained,A/D,65,7,mutext.textcat=CropProd (MN),0.073,150,201,0,65
394770,10/1/2024,111,10,None,97,Poorly drained,Poorly drained,A/D,97,29,mutext.textcat=CropProd (MN),0.345,150,72,1,97
394774,10/1/2024,1133B,75,None,5,Moderately well drained,Moderately well drained,B,5,51,mutext.textcat=CropProd (MN),0.371,150,128,1,5
394777,10/1/2024,1144,0,None,100,Very poorly drained,Very poorly drained,B/D,100,15,mutext.textcat=CropProd (MN),0.313,150,210,0,100
394781,10/1/2024,1158,75,None,10,Moderately well drained,Moderately well drained,C,10,88,mutext.textcat=CropProd (MN),0.472,150,230,0,10
394782,10/1/2024,116,50,None,12,Somewhat poorly drained,Somewhat poorly drained,A/D,12,46,mutext.textcat=CropProd (MN),0.402,150,95,1,12
394785,10/1/2024,117,10,None,94,Poorly drained,Poorly drained,A/D,94,45,mutext.textcat=CropProd (MN),0.388,150,126,1,94
394786,10/1/2024,1170,75,None,10,Moderately well drained,Moderately well drained,C,10,75,mutext.textcat=CropProd (MN),0.48,150,230,0,10
394787,10/1/2024,1179B,75,None,5,Moderately well drained,Moderately well drained,A,5,77,mutext.textcat=CropProd (MN),0.423,150,193,0,5
394789,10/1/2024,1181,15,None,55,Poorly drained,Poorly drained,A/D,55,55,mutext.textcat=CropProd (MN),0.356,150,132,1,55
394790,10/1/2024,1182,15,None,95,Poorly drained,Poorly drained,B/D,95,89,mutext.textcat=CropProd (MN),0.596,150,243,0,95
394791,10/1/2024,1187,0,None,100,Very poorly drained,Very poorly drained,D,100,5,mutext.textcat=CropProd (MN),0.092,150,325,0,100
394794,10/1/2024,1206,15,None,60,Poorly drained,Poorly drained,A/D,60,46,mutext.textcat=CropProd (MN),0.375,150,123,1,60
394798,10/1/2024,1274B,0,None,20,Somewhat poorly drained,Very poorly drained,A/D,20,41,mutext.textcat=CropProd (MN),0.346,150,135,1,20
394800,10/1/2024,1302,75,None,10,Moderately well drained,Moderately well drained,B,10,65,mutext.textcat=CropProd (MN),0.535,150,220,0,10
394803,10/1/2024,1314,0,None,100,Very poorly drained,Very poorly drained,B/D,100,5,mutext.textcat=CropProd (MN),0.304,150,545,0,100
394804,10/1/2024,1316,75,None,15,Moderately well drained,Moderately well drained,B,15,89,mutext.textcat=CropProd (MN),0.555,150,239,0,15
394805,10/1/2024,1326,0,None,100,Very poorly drained,Very poorly drained,C/D,100,15,mutext.textcat=CropProd (MN),0.307,150,271,0,100
394806,10/1/2024,1327B,90,None,7,Moderately well drained,Moderately well drained,B,7,39,mutext.textcat=CropProd (MN),0.304,150,85,1,7
394807,10/1/2024,1328,0,None,100,Very poorly drained,Very poorly drained,B/D,100,15,mutext.textcat=CropProd (MN),0.304,150,300,0,100
394809,10/1/2024,133,75,None,10,Moderately well drained,Moderately well drained,C,10,88,mutext.textcat=CropProd (MN),0.667,150,244,0,10
394811,10/1/2024,1333,0,None,100,Very poorly drained,Very poorly drained,D,100,5,mutext.textcat=CropProd (MN),0.368,150,423,0,100
394812,10/1/2024,1399B,NULL,None,0,Excessively drained,Excessively drained,A,0,34,mutext.textcat=CropProd (MN),0.204,150,76,1,NULL
394813,10/1/2024,1401,0,None,100,Very poorly drained,Very poorly drained,B/D,100,15,mutext.textcat=CropProd (MN),0.236,150,193,0,100
394814,10/1/2024,1402,0,None,98,Very poorly drained,Very poorly drained,A/D,98,15,mutext.textcat=CropProd (MN),0.404,150,186,0,98
394815,10/1/2024,1404,0,None,100,Very poorly drained,Very poorly drained,A/D,100,5,mutext.textcat=CropProd (MN),0.341,150,331,0,100
394816,10/1/2024,1405,0,None,100,Very poorly drained,Very poorly drained,C/D,100,5,mutext.textcat=CropProd (MN),0.079,150,197,0,100
394817,10/1/2024,145,75,None,10,Moderately well drained,Moderately well drained,A,10,74,mutext.textcat=CropProd (MN),0.394,150,202,0,10
394819,10/1/2024,158B,NULL,None,0,Excessively drained,Excessively drained,A,0,39,mutext.textcat=CropProd (MN),0.333,150,120,1,NULL
394822,10/1/2024,1807,0,None,100,Very poorly drained,Very poorly drained,B/D,100,5,mutext.textcat=CropProd (MN),0.093,150,413,0,100
394823,10/1/2024,1808,0,None,100,Very poorly drained,Very poorly drained,A/D,100,5,mutext.textcat=CropProd (MN),0.088,150,236,0,100
394824,10/1/2024,187,0,None,100,Very poorly drained,Very poorly drained,B/D,100,15,mutext.textcat=CropProd (MN),0.239,150,297,0,100
394827,10/1/2024,191,25,None,88,Poorly drained,Poorly drained,A/D,88,39,mutext.textcat=CropProd (MN),0.305,150,63,1,88
394829,10/1/2024,1923B,75,None,10,Moderately well drained,Moderately well drained,C,10,35,mutext.textcat=CropProd (MN),0.451,150,262,0,10
394831,10/1/2024,1984,0,None,98,Very poorly drained,Very poorly drained,A/D,98,15,mutext.textcat=CropProd (MN),0.319,150,212,0,98
394832,10/1/2024,202,50,None,8,Somewhat poorly drained,Somewhat poorly drained,A/D,8,42,mutext.textcat=CropProd (MN),0.429,150,118,1,8
394833,10/1/2024,205,90,None,8,Moderately well drained,Moderately well drained,B,8,40,mutext.textcat=CropProd (MN),0.305,150,97,1,8
