mukey,gSSURGOversion,MUsymbol,WTDepAprJun,FloodFreq,PondFreq,DrainCls,DrainClsWet,HydroGrp,Hydric,OCProdIdx,OCprodIdxSrc,NCCPIall,RootZnDepth,RootZnAWS,Droughty,PotWetandSoil
402407,10/1/2024,210F,NULL,None,0,Excessively drained,Excessively drained,A,0,6,mapunit.iacornsr (IA),0.122,76,64,1,NULL
409105,10/1/2024,33G,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.141,150,254,0,NULL
447321,10/1/2024,33G,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.142,150,274,0,NULL
403913,10/1/2024,1G,NULL,None,0,Well drained,Well drained,B,0,6,mapunit.iacornsr (IA),0.166,150,320,0,NULL
401869,10/1/2024,1G,NULL,None,0,Well drained,Well drained,B,0,6,mapunit.iacornsr (IA),0.166,150,320,0,NULL
447290,10/1/2024,1G,NULL,None,0,Well drained,Well drained,B,0,6,mapunit.iacornsr (IA),0.166,150,320,0,NULL
406748,10/1/2024,1G,NULL,None,0,Well drained,Well drained,B,0,6,mapunit.iacornsr (IA),0.166,150,320,0,NULL
410460,10/1/2024,1G,NULL,None,0,Well drained,Well drained,B,0,6,mapunit.iacornsr (IA),0.166,150,320,0,NULL
406113,10/1/2024,1G,NULL,None,0,Well drained,Well drained,B,0,6,mapunit.iacornsr (IA),0.166,150,320,0,NULL
409806,10/1/2024,65G,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.167,150,245,0,NULL
404727,10/1/2024,65F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.167,150,245,0,NULL
1860770,10/1/2024,65G,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.167,150,245,0,NULL
404838,10/1/2024,65G,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.167,150,245,0,NULL
410729,10/1/2024,65G,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.167,150,245,0,NULL
408704,10/1/2024,1058G,122,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.19,150,239,0,NULL
410021,10/1/2024,680G,122,None,0,Well drained,Moderately well drained,C,0,6,mapunit.iacornsr (IA),0.194,150,252,0,NULL
402482,10/1/2024,63F,NULL,None,0,Excessively drained,Excessively drained,A,0,6,mapunit.iacornsr (IA),0.204,150,110,1,NULL
447360,10/1/2024,237B,NULL,Rare,0,Excessively drained,Excessively drained,A,0,6,mapunit.iacornsr (IA),0.25,150,105,1,NULL
410094,10/1/2024,73E,NULL,None,0,Excessively drained,Excessively drained,A,0,6,mapunit.iacornsr (IA),0.323,150,63,1,NULL
409955,10/1/2024,2221,0,None,100,Very poorly drained,Very poorly drained,B/D,100,6,mapunit.iacornsr (IA),0.329,150,374,0,100
409356,10/1/2024,63F2,NULL,None,0,Excessively drained,Excessively drained,A,0,6,mapunit.iacornsr (IA),0.337,150,152,1,NULL
409174,10/1/2024,322F2,61,None,0,Moderately well drained,Moderately well drained,D,0,6,mapunit.iacornsr (IA),0.367,114,162,0,NULL
406866,10/1/2024,499F,NULL,None,0,Well drained,Well drained,D,0,6,mapunit.iacornsr (IA),0.37,36,66,1,NULL
402492,10/1/2024,703F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.406,71,137,1,NULL
1008421,10/1/2024,703F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.406,71,137,1,NULL
404239,10/1/2024,703F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.406,71,137,1,NULL
405735,10/1/2024,703F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.406,71,137,1,NULL
407556,10/1/2024,703F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.406,71,137,1,NULL
408193,10/1/2024,703F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.406,71,137,1,NULL
406226,10/1/2024,34D2,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,A,0,6,mapunit.iacornsr (IA),0.413,150,105,1,NULL
447089,10/1/2024,1313F2,61,None,0,Moderately well drained,Moderately well drained,D,0,6,mapunit.iacornsr (IA),0.414,150,202,0,NULL
408373,10/1/2024,34C2,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,A,0,6,mapunit.iacornsr (IA),0.431,150,105,1,NULL
447320,10/1/2024,33F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.447,150,274,0,NULL
402598,10/1/2024,9.03E+04,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.451,76,144,1,NULL
412059,10/1/2024,499F,NULL,None,0,Well drained,Well drained,D,0,6,mapunit.iacornsr (IA),0.459,36,74,1,NULL
407529,10/1/2024,499D,NULL,None,0,Well drained,Well drained,D,0,6,mapunit.iacornsr (IA),0.491,36,76,1,NULL
402911,10/1/2024,65F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.526,150,202,0,NULL
411518,10/1/2024,65F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.526,150,202,0,NULL
409501,10/1/2024,65F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.526,150,202,0,NULL
408035,10/1/2024,65F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.526,150,202,0,NULL
452974,10/1/2024,65F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.526,150,202,0,NULL
410613,10/1/2024,65F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.526,150,202,0,NULL
407684,10/1/2024,65F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.526,150,202,0,NULL
411034,10/1/2024,65F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.526,150,202,0,NULL
412969,10/1/2024,65F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.526,150,202,0,NULL
410019,10/1/2024,65F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.526,150,202,0,NULL
412083,10/1/2024,65F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.526,150,202,0,NULL
447183,10/1/2024,65F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.526,150,202,0,NULL
412796,10/1/2024,65F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.526,150,202,0,NULL
408808,10/1/2024,65F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.526,150,202,0,NULL
405272,10/1/2024,65F,NULL,None,0,Well drained,Well drained,C,0,6,mapunit.iacornsr (IA),0.526,150,202,0,NULL
402728,10/1/2024,795C2,0,None,0,Poorly drained,Poorly drained,D,95,6,mapunit.iacornsr (IA),0.526,150,157,0,95
408507,10/1/2024,795C2,0,None,0,Poorly drained,Poorly drained,D,95,6,mapunit.iacornsr (IA),0.526,150,157,0,95
406882,10/1/2024,5.94E+04,30,None,0,Somewhat poorly drained,Somewhat poorly drained,C/D,0,6,mapunit.iacornsr (IA),0.545,150,190,0,NULL
411832,10/1/2024,5.94E+04,30,None,0,Somewhat poorly drained,Somewhat poorly drained,C/D,0,6,mapunit.iacornsr (IA),0.545,150,190,0,NULL
408489,10/1/2024,5.94E+04,30,None,0,Somewhat poorly drained,Somewhat poorly drained,C/D,0,6,mapunit.iacornsr (IA),0.545,150,190,0,NULL
406545,10/1/2024,28D2,NULL,None,0,Well drained,Well drained,A,0,6,mapunit.iacornsr (IA),0.579,150,150,1,NULL
447101,10/1/2024,423D2,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,6,mapunit.iacornsr (IA),0.629,150,244,0,NULL
407806,10/1/2024,423D2,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,6,mapunit.iacornsr (IA),0.629,150,244,0,NULL
409783,10/1/2024,423D2,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,6,mapunit.iacornsr (IA),0.629,150,244,0,NULL
408937,10/1/2024,423D2,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,6,mapunit.iacornsr (IA),0.629,150,244,0,NULL
404145,10/1/2024,423D2,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,6,mapunit.iacornsr (IA),0.629,150,244,0,NULL
409865,10/1/2024,423D2,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,6,mapunit.iacornsr (IA),0.629,150,244,0,NULL
413082,10/1/2024,423D2,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,6,mapunit.iacornsr (IA),0.629,150,244,0,NULL
404684,10/1/2024,423D2,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,6,mapunit.iacornsr (IA),0.629,150,244,0,NULL
2422548,10/1/2024,423D2,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,6,mapunit.iacornsr (IA),0.629,150,244,0,NULL
410699,10/1/2024,423D2,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,6,mapunit.iacornsr (IA),0.629,150,244,0,NULL
411622,10/1/2024,423D2,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,6,mapunit.iacornsr (IA),0.629,150,244,0,NULL
411950,10/1/2024,592D2,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,6,mapunit.iacornsr (IA),0.722,81,150,1,NULL
404839,10/1/2024,678G,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,D,0,7,mapunit.iacornsr (IA),0.053,30,27,1,NULL
402181,10/1/2024,412G,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,D,0,7,mapunit.iacornsr (IA),0.086,23,46,1,NULL
403861,10/1/2024,612G2,NULL,None,0,Well drained,Well drained,B,0,7,mapunit.iacornsr (IA),0.106,150,149,1,NULL
2479276,10/1/2024,612G2,NULL,None,0,Well drained,Well drained,B,0,7,mapunit.iacornsr (IA),0.106,150,149,1,NULL
404826,10/1/2024,587,0,Frequent,5,Poorly drained,Poorly drained,C/D,100,7,mapunit.iacornsr (IA),0.136,150,249,0,100
402380,10/1/2024,1793G,NULL,None,0,Well drained,Well drained,B,0,7,mapunit.iacornsr (IA),0.152,150,242,0,NULL
413139,10/1/2024,598G,NULL,None,0,Well drained,Well drained,D,0,7,mapunit.iacornsr (IA),0.159,127,157,0,NULL
401867,10/1/2024,1F,NULL,None,0,Well drained,Well drained,B,0,7,mapunit.iacornsr (IA),0.166,150,320,0,NULL
447288,10/1/2024,1F,NULL,None,0,Well drained,Well drained,B,0,7,mapunit.iacornsr (IA),0.166,150,320,0,NULL
406746,10/1/2024,1F,NULL,None,0,Well drained,Well drained,B,0,7,mapunit.iacornsr (IA),0.166,150,320,0,NULL
410458,10/1/2024,1F,NULL,None,0,Well drained,Well drained,B,0,7,mapunit.iacornsr (IA),0.166,150,320,0,NULL
409548,10/1/2024,1F,NULL,None,0,Well drained,Well drained,B,0,7,mapunit.iacornsr (IA),0.166,150,320,0,NULL
409563,10/1/2024,2G,NULL,None,0,Somewhat excessively drained,Well drained,B,0,7,mapunit.iacornsr (IA),0.166,150,308,0,NULL
406111,10/1/2024,1F,NULL,None,0,Well drained,Well drained,B,0,7,mapunit.iacornsr (IA),0.166,150,320,0,NULL
406886,10/1/2024,65G,NULL,None,0,Well drained,Well drained,C,0,7,mapunit.iacornsr (IA),0.169,150,242,0,NULL
407860,10/1/2024,65G,NULL,None,0,Well drained,Well drained,C,0,7,mapunit.iacornsr (IA),0.169,150,242,0,NULL
411837,10/1/2024,65G,NULL,None,0,Well drained,Well drained,C,0,7,mapunit.iacornsr (IA),0.169,150,242,0,NULL
409018,10/1/2024,65G,NULL,None,0,Well drained,Well drained,C,0,7,mapunit.iacornsr (IA),0.169,150,242,0,NULL
404166,10/1/2024,65G,NULL,None,0,Well drained,Well drained,C,0,7,mapunit.iacornsr (IA),0.169,150,242,0,NULL
413152,10/1/2024,65G,NULL,None,0,Well drained,Well drained,C,0,7,mapunit.iacornsr (IA),0.169,150,242,0,NULL
408495,10/1/2024,65G,NULL,None,0,Well drained,Well drained,C,0,7,mapunit.iacornsr (IA),0.169,150,242,0,NULL
402406,10/1/2024,210E,NULL,None,0,Excessively drained,Excessively drained,A,0,7,mapunit.iacornsr (IA),0.197,76,64,1,NULL
402480,10/1/2024,63E,NULL,None,0,Excessively drained,Excessively drained,A,0,7,mapunit.iacornsr (IA),0.255,150,110,1,NULL
2550239,10/1/2024,1636,NULL,Frequent,0,Excessively drained,Excessively drained,A,5,7,mapunit.iacornsr (IA),0.258,150,90,1,5
402478,10/1/2024,63D,NULL,None,0,Excessively drained,Excessively drained,A,0,7,mapunit.iacornsr (IA),0.269,150,110,1,NULL
409675,10/1/2024,412C,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,D,0,7,mapunit.iacornsr (IA),0.272,23,37,1,NULL
403838,10/1/2024,412C,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,D,0,7,mapunit.iacornsr (IA),0.272,23,37,1,NULL
404038,10/1/2024,412C,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,D,0,7,mapunit.iacornsr (IA),0.272,23,37,1,NULL
405927,10/1/2024,412C,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,D,0,7,mapunit.iacornsr (IA),0.272,23,37,1,NULL
403407,10/1/2024,412C,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,D,0,7,mapunit.iacornsr (IA),0.272,23,37,1,NULL
405045,10/1/2024,412C,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,D,0,7,mapunit.iacornsr (IA),0.272,23,37,1,NULL
403239,10/1/2024,412C,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,D,0,7,mapunit.iacornsr (IA),0.272,23,37,1,NULL
413256,10/1/2024,412C,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,D,0,7,mapunit.iacornsr (IA),0.272,23,37,1,NULL
408155,10/1/2024,412C,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,D,0,7,mapunit.iacornsr (IA),0.272,23,37,1,NULL
408634,10/1/2024,412C,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,D,0,7,mapunit.iacornsr (IA),0.272,23,37,1,NULL
402889,10/1/2024,412C,NULL,None,0,Somewhat excessively drained,Somewhat excessively drained,D,0,7,mapunit.iacornsr (IA),0.272,23,37,1,NULL
411951,10/1/2024,63C2,NULL,None,0,Excessively drained,Excessively drained,A,0,7,mapunit.iacornsr (IA),0.275,150,113,1,NULL
447094,10/1/2024,319E,NULL,None,0,Well drained,Well drained,D,0,7,mapunit.iacornsr (IA),0.342,41,67,1,NULL
409556,10/1/2024,237,NULL,Occasional,0,Excessively drained,Excessively drained,A,5,7,mapunit.iacornsr (IA),0.349,150,105,1,5
406121,10/1/2024,237A,NULL,Occasional,0,Excessively drained,Excessively drained,A,5,7,mapunit.iacornsr (IA),0.357,150,105,1,5
402689,10/1/2024,425D3,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.387,150,204,0,NULL
408470,10/1/2024,425D3,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.387,150,204,0,NULL
409316,10/1/2024,1313F,61,None,0,Moderately well drained,Moderately well drained,D,0,7,mapunit.iacornsr (IA),0.402,150,199,0,NULL
404309,10/1/2024,776B,NULL,None,0,Excessively drained,Excessively drained,A,0,7,mapunit.iacornsr (IA),0.407,150,77,1,NULL
402440,10/1/2024,41D,NULL,None,0,Excessively drained,Excessively drained,A,0,7,mapunit.iacornsr (IA),0.41,150,131,1,NULL
405776,10/1/2024,41D,NULL,None,0,Excessively drained,Excessively drained,A,0,7,mapunit.iacornsr (IA),0.41,150,131,1,NULL
407505,10/1/2024,41D,NULL,None,0,Excessively drained,Excessively drained,A,0,7,mapunit.iacornsr (IA),0.41,150,131,1,NULL
407627,10/1/2024,1.85E+04,122,None,0,Moderately well drained,Moderately well drained,D,0,7,mapunit.iacornsr (IA),0.424,20,34,1,NULL
411904,10/1/2024,1.85E+05,122,None,0,Moderately well drained,Moderately well drained,D,0,7,mapunit.iacornsr (IA),0.424,30,51,1,NULL
2550307,10/1/2024,8.29E+04,NULL,None,0,Somewhat excessively drained,Well drained,B,0,7,mapunit.iacornsr (IA),0.432,150,166,0,NULL
412103,10/1/2024,795D2,0,None,0,Poorly drained,Poorly drained,D,90,7,mapunit.iacornsr (IA),0.465,150,174,0,90
447218,10/1/2024,795D2,0,None,0,Poorly drained,Poorly drained,D,90,7,mapunit.iacornsr (IA),0.465,150,174,0,90
408823,10/1/2024,795D2,0,None,0,Poorly drained,Poorly drained,D,90,7,mapunit.iacornsr (IA),0.465,150,174,0,90
406900,10/1/2024,795D2,0,None,0,Poorly drained,Poorly drained,D,90,7,mapunit.iacornsr (IA),0.465,150,174,0,90
407883,10/1/2024,795D2,0,None,0,Poorly drained,Poorly drained,D,90,7,mapunit.iacornsr (IA),0.465,150,174,0,90
405283,10/1/2024,795D2,0,None,0,Poorly drained,Poorly drained,D,90,7,mapunit.iacornsr (IA),0.465,150,174,0,90
403566,10/1/2024,822D3,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.478,150,218,0,NULL
402458,10/1/2024,499C,NULL,None,0,Well drained,Well drained,D,0,7,mapunit.iacornsr (IA),0.483,36,76,1,NULL
406865,10/1/2024,499D,NULL,None,0,Well drained,Well drained,D,0,7,mapunit.iacornsr (IA),0.495,36,66,1,NULL
3006640,10/1/2024,S795D2,0,None,0,Poorly drained,Poorly drained,D,95,7,mapunit.iacornsr (IA),0.497,150,157,0,95
3006641,10/1/2024,S795D2,0,None,0,Poorly drained,Poorly drained,D,95,7,mapunit.iacornsr (IA),0.497,150,157,0,95
411852,10/1/2024,795D2,0,None,0,Poorly drained,Poorly drained,D,95,7,mapunit.iacornsr (IA),0.497,150,157,0,95
413168,10/1/2024,795D2,0,None,0,Poorly drained,Poorly drained,D,95,7,mapunit.iacornsr (IA),0.497,150,157,0,95
404737,10/1/2024,795D2,0,None,0,Poorly drained,Poorly drained,D,95,7,mapunit.iacornsr (IA),0.497,150,157,0,95
409033,10/1/2024,792D3,30,None,0,Somewhat poorly drained,Somewhat poorly drained,C/D,0,7,mapunit.iacornsr (IA),0.498,150,214,0,NULL
404175,10/1/2024,792D3,30,None,0,Somewhat poorly drained,Somewhat poorly drained,C/D,0,7,mapunit.iacornsr (IA),0.498,150,214,0,NULL
404736,10/1/2024,792D3,30,None,0,Somewhat poorly drained,Somewhat poorly drained,C/D,0,7,mapunit.iacornsr (IA),0.498,150,214,0,NULL
402729,10/1/2024,795D2,0,None,0,Poorly drained,Poorly drained,D,95,7,mapunit.iacornsr (IA),0.501,150,157,0,95
408509,10/1/2024,795D2,0,None,0,Poorly drained,Poorly drained,D,95,7,mapunit.iacornsr (IA),0.501,150,157,0,95
406431,10/1/2024,8.22E+04,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.502,150,212,0,NULL
409437,10/1/2024,175D2,NULL,None,0,Well drained,Well drained,A,0,7,mapunit.iacornsr (IA),0.518,150,107,1,NULL
404181,10/1/2024,822D3,46,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.554,150,242,0,NULL
1860790,10/1/2024,822D3,46,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.554,150,242,0,NULL
402720,10/1/2024,65F3,NULL,None,0,Well drained,Well drained,C,0,7,mapunit.iacornsr (IA),0.562,150,232,0,NULL
409217,10/1/2024,822D2,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,5,7,mapunit.iacornsr (IA),0.565,150,206,0,5
409886,10/1/2024,822D2,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,5,7,mapunit.iacornsr (IA),0.565,150,206,0,5
404845,10/1/2024,792D2,61,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.581,150,215,0,NULL
410738,10/1/2024,792D2,61,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.581,150,215,0,NULL
405247,10/1/2024,425D,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.597,89,130,1,NULL
407879,10/1/2024,792D2,46,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.598,150,222,0,NULL
413164,10/1/2024,792D2,46,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.598,150,222,0,NULL
410626,10/1/2024,792D2,46,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.602,150,222,0,NULL
413167,10/1/2024,795D,0,None,0,Poorly drained,Poorly drained,D,90,7,mapunit.iacornsr (IA),0.605,150,201,0,90
411934,10/1/2024,425D,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.606,109,161,0,NULL
447213,10/1/2024,792D2,46,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.608,150,222,0,NULL
413166,10/1/2024,795C2,0,None,0,Poorly drained,Poorly drained,D,90,7,mapunit.iacornsr (IA),0.616,150,203,0,90
402755,10/1/2024,192D3,61,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.638,150,239,0,NULL
410609,10/1/2024,592D2,46,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.67,150,264,0,NULL
411967,10/1/2024,792D2,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,5,7,mapunit.iacornsr (IA),0.673,150,222,0,5
402203,10/1/2024,792D2,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.673,150,222,0,NULL
411732,10/1/2024,792D2,30,None,0,Somewhat poorly drained,Somewhat poorly drained,D,0,7,mapunit.iacornsr (IA),0.673,150,222,0,NULL
409138,10/1/2024,73F,NULL,None,0,Excessively drained,Excessively drained,A,0,8,mapunit.iacornsr (IA),0.069,150,59,1,NULL
1380108,10/1/2024,1540,0,Frequent,10,Very poorly drained,Very poorly drained,C/D,100,8,mapunit.iacornsr (IA),0.125,150,182,0,100
411223,10/1/2024,33G,NULL,None,0,Well drained,Well drained,C,0,8,mapunit.iacornsr (IA),0.133,150,254,0,NULL
410333,10/1/2024,1F3,NULL,None,0,Well drained,Well drained,B,0,8,mapunit.iacornsr (IA),0.148,150,317,0,NULL
410774,10/1/2024,1F3,NULL,None,0,Well drained,Well drained,B,0,8,mapunit.iacornsr (IA),0.148,150,317,0,NULL
407091,10/1/2024,1F3,NULL,None,0,Well drained,Well drained,B,0,8,mapunit.iacornsr (IA),0.148,150,317,0,NULL
401868,10/1/2024,1F3,NULL,None,0,Well drained,Well drained,B,0,8,mapunit.iacornsr (IA),0.148,150,317,0,NULL
447289,10/1/2024,1F3,NULL,None,0,Well drained,Well drained,B,0,8,mapunit.iacornsr (IA),0.148,150,317,0,NULL
399804,10/1/2024,1F3,NULL,None,0,Well drained,Well drained,B,0,8,mapunit.iacornsr (IA),0.148,150,317,0,NULL
437452,10/1/2024,1F3,NULL,None,0,Well drained,Well drained,B,0,8,mapunit.iacornsr (IA),0.148,150,317,0,NULL
406747,10/1/2024,1F3,NULL,None,0,Well drained,Well drained,B,0,8,mapunit.iacornsr (IA),0.148,150,317,0,NULL
410459,10/1/2024,1F3,NULL,None,0,Well drained,Well drained,B,0,8,mapunit.iacornsr (IA),0.148,150,317,0,NULL
409549,10/1/2024,1F3,NULL,None,0,Well drained,Well drained,B,0,8,mapunit.iacornsr (IA),0.148,150,317,0,NULL
406112,10/1/2024,1F3,NULL,None,0,Well drained,Well drained,B,0,8,mapunit.iacornsr (IA),0.148,150,317,0,NULL
2401288,10/1/2024,634G,NULL,None,0,Well drained,Well drained,B,0,8,mapunit.iacornsr (IA),0.153,150,269,0,NULL
2499219,10/1/2024,634G,NULL,None,0,Well drained,Well drained,B,0,8,mapunit.iacornsr (IA),0.153,150,269,0,NULL
410569,10/1/2024,24F,NULL,None,0,Well drained,Well drained,C,5,8,mapunit.iacornsr (IA),0.199,150,262,0,5
410796,10/1/2024,315,122,Frequent,0,Moderately well drained,Moderately well drained,A,5,8,mapunit.iacornsr (IA),0.277,150,56,1,5
410880,10/1/2024,139,NULL,Occasional,5,Excessively drained,Excessively drained,A,10,8,mapunit.iacornsr (IA),0.285,150,162,0,10
409921,10/1/2024,139,NULL,Occasional,5,Excessively drained,Excessively drained,A,10,8,mapunit.iacornsr (IA),0.285,150,162,0,10
408718,10/1/2024,139,NULL,Occasional,5,Excessively drained,Excessively drained,A,10,8,mapunit.iacornsr (IA),0.285,150,162,0,10
406380,10/1/2024,354,0,None,100,Very poorly drained,Very poorly drained,B/D,100,8,mapunit.iacornsr (IA),0.336,150,470,0,100
405469,10/1/2024,65F,NULL,None,0,Well drained,Well drained,C,0,8,mapunit.iacornsr (IA),0.346,150,227,0,NULL
406122,10/1/2024,237B,NULL,Rare,0,Excessively drained,Excessively drained,A,5,8,mapunit.iacornsr (IA),0.351,150,105,1,5
402676,10/1/2024,3.13E+04,61,None,0,Moderately well drained,Moderately well drained,D,0,8,mapunit.iacornsr (IA),0.386,105,150,1,NULL
411903,10/1/2024,1.85E+04,122,None,0,Moderately well drained,Moderately well drained,D,0,8,mapunit.iacornsr (IA),0.404,20,34,1,NULL
409700,10/1/2024,776,NULL,None,0,Excessively drained,Excessively drained,A,0,8,mapunit.iacornsr (IA),0.425,150,77,1,NULL
402491,10/1/2024,7.03E+04,NULL,None,0,Well drained,Well drained,C,0,8,mapunit.iacornsr (IA),0.442,69,133,1,NULL
1008301,10/1/2024,7.03E+04,NULL,None,0,Well drained,Well drained,C,0,8,mapunit.iacornsr (IA),0.442,69,133,1,NULL
404237,10/1/2024,7.03E+04,NULL,None,0,Well drained,Well drained,C,0,8,mapunit.iacornsr (IA),0.442,69,133,1,NULL
405734,10/1/2024,7.03E+04,NULL,None,0,Well drained,Well drained,C,0,8,mapunit.iacornsr (IA),0.442,69,133,1,NULL
405409,10/1/2024,7.03E+04,NULL,None,0,Well drained,Well drained,C,0,8,mapunit.iacornsr (IA),0.442,69,133,1,NULL
407555,10/1/2024,7.03E+04,NULL,None,0,Well drained,Well drained,C,0,8,mapunit.iacornsr (IA),0.442,69,133,1,NULL
408181,10/1/2024,539,NULL,Occasional,5,Excessively drained,Excessively drained,A,10,8,mapunit.iacornsr (IA),0.444,150,150,1,10
408027,10/1/2024,539,NULL,Occasional,5,Excessively drained,Excessively drained,A,10,8,mapunit.iacornsr (IA),0.444,150,150,1,10
411020,10/1/2024,539,NULL,Occasional,5,Excessively drained,Excessively drained,A,10,8,mapunit.iacornsr (IA),0.444,150,150,1,10
410005,10/1/2024,539,NULL,Occasional,5,Excessively drained,Excessively drained,A,10,8,mapunit.iacornsr (IA),0.444,150,150,1,10
412064,10/1/2024,539,NULL,Occasional,5,Excessively drained,Excessively drained,A,10,8,mapunit.iacornsr (IA),0.444,150,150,1,10
408789,10/1/2024,539,NULL,Occasional,5,Excessively drained,Excessively drained,A,10,8,mapunit.iacornsr (IA),0.444,150,150,1,10
